ONS_CODE,Economically Inactive - Student,Economically Inactive - Aged 16+,Economically Inactive - Aged 16-19,Economically Inactive - Aged 16-24,Economically Inactive - Aged 16-64,Economically Inactive - Aged 20-24,Economic Activity Rate - Aged 16-19,Economic Activity Rate - Aged 16-64,Economic Activity Rate - Aged 20-24,Unemployment Rate - Aged 16+,Unemployment Rate - Aged 16-19,Unemployment Rate - Aged 16-24,Unemployment Rate - Aged 16-64,Unemployment Rate - Aged 20-24,Suffix
E14001022,21.8,46.0,68.1,58.8,25.0,,44.0,75.0,100.0,3.9,,40.2,4.1,,%
E14001023,24.5,30.5,51.6,40.1,11.3,14.1,58.4,88.7,100.0,4.6,,24.4,5.3,,%
E14001024,28.2,31.0,88.3,50.5,20.9,26.1,72.5,79.1,73.9,3.6,12.2,15.0,3.8,19.0,%
E14001025,9.8,41.6,25.1,31.9,22.7,26.5,74.9,77.3,100.0,3.1,,,3.3,,%
E14001026,31.2,42.9,63.0,39.4,18.6,,67.6,81.4,74.5,3.4,,,3.7,,%
E14001027,22.4,25.8,42.6,44.2,8.5,,100.0,91.5,70.6,4.0,,15.7,4.2,,%
E14001028,24.4,47.5,94.7,47.0,28.8,19.0,35.1,71.2,85.7,5.2,,17.8,5.3,,%
E14001029,17.7,43.1,77.4,47.1,32.7,,82.1,67.3,79.3,7.1,,28.9,7.6,,%
E14001030,26.5,49.3,52.6,41.2,37.6,19.3,47.4,62.4,67.8,14.5,,19.2,14.9,,%
E14001031,19.6,47.6,44.3,31.8,21.7,66.3,74.7,78.3,68.1,2.7,,22.6,2.9,,%
E14001032,40.6,31.7,100.0,59.0,26.9,47.0,,73.1,53.0,4.7,,,4.9,,%
E14001033,19.6,36.0,48.3,37.5,12.8,32.8,80.6,87.2,100.0,6.2,,,6.7,,%
E14001034,25.3,36.0,42.9,24.9,12.2,,57.1,87.8,100.0,8.1,,,8.6,,%
E14001035,28.3,40.8,53.0,29.0,14.0,75.4,100.0,86.0,88.6,5.6,,15.9,7.2,,%
E14001036,38.6,32.0,50.2,54.0,22.6,49.1,49.8,77.4,50.9,7.9,,,7.3,,%
E14001037,34.2,41.1,52.8,37.0,17.4,17.2,47.2,82.6,100.0,2.1,,,2.2,,%
E14001038,29.8,41.4,59.3,48.1,21.4,34.0,40.7,78.6,66.0,3.2,,17.5,3.3,24.4,%
E14001039,18.2,43.9,100.0,61.5,26.0,33.0,53.1,74.0,80.2,5.3,,17.3,5.4,,%
E14001040,46.5,35.5,100.0,54.9,21.3,33.1,21.2,78.7,66.9,8.4,53.4,49.5,8.9,49.5,%
E14001041,46.2,25.9,58.2,47.9,16.7,40.2,41.8,83.3,80.8,4.2,,,4.5,,%
E14001042,28.4,31.4,84.2,48.8,16.1,24.5,15.8,83.9,75.5,1.4,50.6,8.3,1.3,16.4,%
E14001043,31.1,41.2,54.8,42.0,21.4,30.5,58.4,78.6,100.0,1.7,,,3.7,,%
E14001044,16.3,43.5,37.1,30.3,21.9,,78.2,78.1,100.0,6.6,,58.5,6.9,,%
E14001045,56.1,32.9,100.0,100.0,17.5,,38.3,82.5,66.9,3.8,,,4.1,,%
E14001046,31.4,23.3,59.0,48.6,11.6,,51.8,88.4,76.9,2.7,,,3.1,,%
E14001047,29.5,27.0,93.5,27.5,8.2,27.7,37.3,91.8,100.0,4.6,,,4.8,,%
E14001048,32.9,32.6,74.0,54.1,18.8,45.2,26.0,81.2,54.8,2.8,,,2.9,,%
E14001049,14.3,46.5,56.5,82.3,31.8,,43.5,68.2,80.5,8.8,,72.4,9.2,,%
E14001050,15.4,49.2,70.9,49.1,36.0,53.8,56.6,64.0,80.6,7.4,75.3,41.9,7.7,,%
E14001051,30.4,43.8,89.7,53.7,21.0,,43.4,79.0,100.0,4.8,,,5.1,,%
E14001052,33.3,36.1,54.0,38.4,21.0,,100.0,79.0,100.0,5.0,,,6.1,,%
E14001053,20.5,42.2,36.7,19.4,18.4,27.1,82.3,81.6,86.5,3.2,55.5,21.9,3.2,,%
E14001054,25.9,34.0,68.3,37.3,24.3,40.8,33.0,75.7,82.2,15.1,70.5,37.4,15.3,,%
E14001055,19.1,38.6,71.5,57.6,19.2,68.3,56.9,80.8,58.5,6.6,,,7.2,,%
E14001056,30.3,31.6,72.4,40.3,19.3,42.7,27.6,80.7,100.0,4.5,,37.4,4.7,,%
E14001057,51.4,42.9,82.5,37.4,22.7,32.6,42.8,77.3,67.4,2.7,,,2.9,,%
E14001058,29.2,36.0,52.7,24.2,13.9,,57.5,86.1,100.0,5.0,,,5.2,,%
E14001059,42.8,30.4,61.5,28.3,19.5,28.1,86.8,80.5,100.0,4.1,53.4,27.2,4.3,,%
E14001060,15.3,42.7,55.6,45.3,21.9,,52.0,78.1,100.0,4.2,,,4.4,,%
E14001061,46.7,33.8,62.7,37.6,19.3,30.5,37.3,80.7,82.5,0.8,,,1.1,,%
E14001062,32.6,38.7,44.5,42.9,21.1,41.9,55.5,78.9,58.1,5.0,,15.1,4.7,,%
E14001063,34.6,24.5,67.2,13.6,10.6,30.0,100.0,89.4,91.5,2.9,,,3.0,,%
E14001064,27.8,39.5,52.5,16.6,13.6,28.0,82.2,86.4,100.0,4.2,,27.5,4.3,35.9,%
E14001065,45.5,38.4,100.0,65.0,20.5,47.5,21.7,79.5,78.1,4.4,,20.9,4.6,,%
E14001066,16.4,39.5,37.6,29.3,23.1,,62.4,76.9,100.0,3.6,,17.7,3.7,,%
E14001067,67.6,35.4,55.0,70.5,19.5,77.3,65.0,80.5,,3.0,,,3.3,,%
E14001068,38.0,42.8,48.9,35.8,25.8,48.2,100.0,74.2,66.8,9.2,,36.3,9.4,,%
E14001069,29.4,42.2,71.2,80.8,31.6,48.2,28.8,68.4,50.8,7.7,,24.9,7.8,,%
E14001070,11.5,38.0,76.7,19.3,24.4,,39.4,75.6,100.0,4.9,,20.1,5.0,,%
E14001071,40.0,33.4,70.6,42.1,12.6,,66.4,87.4,78.0,7.5,,,8.2,,%
E14001072,21.9,31.5,100.0,19.4,16.7,79.7,,83.3,92.6,,,,,,%
E14001073,29.3,33.0,54.3,44.0,25.9,48.4,45.7,74.1,64.1,4.0,,,4.1,,%
E14001074,21.6,41.9,70.7,34.2,27.3,19.6,60.9,72.7,80.8,2.8,,,2.9,,%
E14001075,13.4,43.3,40.1,39.7,27.5,39.3,59.9,72.5,60.7,4.3,,28.6,4.4,24.1,%
E14001076,14.3,48.8,64.0,38.0,28.8,25.0,36.0,71.2,89.1,2.5,,,2.7,,%
E14001077,43.9,38.3,61.8,50.8,26.0,,38.2,74.0,85.2,10.5,,,10.8,,%
E14001078,33.8,26.2,55.4,35.8,16.5,38.8,44.6,83.5,85.9,6.7,,27.8,6.3,,%
E14001079,22.2,44.3,80.7,38.8,24.1,,,75.9,100.0,4.5,,,4.8,,%
E14001080,43.6,39.7,59.1,60.0,26.0,60.6,40.9,74.0,39.4,1.9,,18.5,2.0,,%
E14001081,27.8,9.1,100.0,38.5,6.9,,,93.1,100.0,4.7,,,4.8,,%
E14001082,37.6,32.9,63.1,50.5,19.9,30.8,36.9,80.1,62.2,6.3,,,6.7,,%
E14001083,19.1,38.7,38.2,63.0,23.3,84.0,78.2,76.7,100.0,5.9,67.3,74.1,6.0,,%
E14001084,27.1,27.4,100.0,45.9,14.0,51.9,38.0,86.0,100.0,4.5,,43.8,4.7,,%
E14001085,35.0,23.8,100.0,61.9,16.2,40.7,,83.8,59.3,3.6,,,3.7,,%
E14001086,22.7,35.0,70.0,38.2,29.0,35.2,32.7,71.0,78.2,5.6,,23.1,5.6,,%
E14001087,19.7,47.7,60.3,18.3,21.4,31.9,36.4,78.6,100.0,4.6,40.3,16.4,4.3,,%
E14001088,37.4,57.9,71.6,66.5,36.7,,,63.3,100.0,4.4,,,4.6,,%
E14001089,22.7,39.3,65.2,63.0,22.9,35.9,45.5,77.1,62.3,11.2,57.4,31.3,11.8,,%
E14001090,50.9,28.5,57.3,49.7,11.3,39.5,42.7,88.7,100.0,4.5,,,4.6,,%
E14001091,24.2,43.5,88.5,39.8,31.3,100.0,47.5,68.7,89.3,3.5,56.1,29.8,3.7,,%
E14001092,43.7,28.8,100.0,25.7,19.4,26.5,27.5,80.6,92.6,6.1,,33.5,6.1,,%
E14001093,24.4,42.8,59.0,50.9,36.5,44.1,41.0,63.5,55.9,7.1,80.2,36.7,7.2,,%
E14001094,51.6,48.0,67.3,65.2,26.2,34.4,25.4,73.8,70.7,16.5,,48.0,16.5,58.2,%
E14001095,21.5,43.7,82.8,86.7,38.3,29.2,24.6,61.7,70.8,12.1,,,12.4,,%
E14001096,59.6,29.6,100.0,59.6,24.1,71.3,35.9,75.9,61.4,7.8,57.3,41.0,7.8,46.9,%
E14001097,30.7,34.0,60.9,51.4,25.6,,39.1,74.4,64.4,8.2,,,8.3,,%
E14001098,44.4,29.9,61.4,29.1,22.5,36.4,38.6,77.5,100.0,19.3,,48.5,19.9,,%
E14001099,71.3,39.3,64.2,58.3,28.4,50.5,18.0,71.6,61.1,5.3,,13.9,5.3,,%
E14001100,32.0,46.1,70.6,59.0,39.6,44.8,43.5,60.4,63.2,9.2,70.6,39.0,9.6,,%
E14001101,21.3,46.7,27.5,23.2,24.5,38.4,89.5,75.5,88.5,9.9,44.6,27.1,9.7,22.8,%
E14001102,23.0,40.3,58.9,47.8,29.2,37.5,41.1,70.8,62.5,7.3,32.3,24.5,7.5,18.2,%
E14001103,33.9,37.5,54.2,28.4,22.5,35.9,40.9,77.5,100.0,11.5,,,11.9,,%
E14001104,3.3,42.3,24.1,19.5,17.2,48.7,95.2,82.8,83.7,7.5,,,7.6,,%
E14001105,13.8,50.4,44.5,52.4,34.1,58.4,55.5,65.9,41.6,8.3,,41.5,8.8,13.4,%
E14001106,14.2,46.0,100.0,56.3,25.6,46.1,33.5,74.4,100.0,3.8,32.0,10.2,4.0,,%
E14001107,18.7,46.7,85.1,58.0,31.3,22.7,41.7,68.7,71.1,5.2,45.4,23.0,5.4,,%
E14001108,26.6,36.5,46.7,22.1,10.0,,74.3,90.0,100.0,8.7,,,6.1,,%
E14001109,21.8,37.1,75.6,80.4,19.8,,100.0,80.2,100.0,4.8,,,4.9,,%
E14001110,22.7,49.6,70.9,53.5,33.4,100.0,30.7,66.6,32.9,7.9,,,4.6,,%
E14001111,32.4,39.7,52.0,55.9,29.0,47.0,48.0,71.0,56.2,25.0,,68.0,25.2,,%
E14001112,18.9,37.7,50.5,29.1,18.6,28.6,49.5,81.4,89.1,4.0,,,4.2,,%
E14001113,37.0,37.3,58.0,31.4,23.6,21.5,42.0,76.4,86.6,5.0,49.6,18.2,4.8,,%
E14001114,21.0,44.1,27.7,60.1,25.6,69.1,82.2,74.4,51.5,5.4,23.0,19.7,5.8,,%
E14001115,14.4,37.1,35.5,44.8,22.0,56.9,64.5,78.0,43.1,3.4,59.8,13.6,3.2,,%
E14001116,28.4,38.7,75.4,56.2,26.7,48.7,24.6,73.3,51.3,6.6,78.5,34.5,6.6,23.7,%
E14001117,30.5,29.7,52.9,36.7,16.7,25.3,47.1,83.3,74.7,4.1,24.9,13.8,4.3,15.6,%
E14001118,43.1,44.0,79.4,47.4,33.5,38.4,26.9,66.5,85.9,6.4,,,6.5,,%
E14001119,31.8,44.7,54.9,75.7,29.2,73.4,45.1,70.8,52.3,8.1,,,8.2,,%
E14001120,23.5,38.0,42.0,30.9,25.2,,64.6,74.8,76.1,16.9,,56.2,17.1,,%
E14001121,15.6,55.5,25.6,16.8,34.3,,77.0,65.7,100.0,6.0,,,6.6,,%
E14001122,71.3,33.7,100.0,84.5,23.3,59.0,45.8,76.7,41.0,4.4,,,3.7,,%
E14001123,24.2,37.6,88.6,68.8,18.4,67.8,25.7,81.6,44.5,7.7,,,7.9,,%
E14001124,34.3,22.5,100.0,43.1,17.5,38.7,,82.5,68.2,3.1,,,3.1,,%
E14001125,36.2,35.0,58.3,42.2,12.8,20.9,73.7,87.2,100.0,,,,,,%
E14001126,30.0,36.4,68.1,17.7,14.8,,58.1,85.2,100.0,7.4,,,7.6,,%
E14001127,8.6,52.0,100.0,28.4,30.2,30.2,82.7,69.8,89.0,4.5,,,4.3,,%
E14001128,17.8,42.1,26.1,22.5,20.3,19.5,73.9,79.7,80.5,6.5,26.5,20.8,6.3,,%
E14001129,28.7,35.1,72.0,44.1,20.9,55.2,52.8,79.1,44.8,4.9,63.0,32.0,5.0,,%
E14001130,45.0,28.0,44.6,36.5,17.7,29.1,64.5,82.3,79.2,3.7,60.5,17.5,3.9,,%
E14001131,64.7,28.8,73.0,67.0,22.9,64.0,35.0,77.1,36.0,2.3,,,2.3,,%
E14001132,34.7,21.6,79.5,34.6,15.1,41.5,34.8,84.9,100.0,3.0,,,3.1,,%
E14001133,14.2,34.1,40.3,34.7,22.9,,59.7,77.1,70.0,3.5,73.4,20.2,3.6,,%
E14001134,20.3,26.6,43.3,34.6,13.7,27.5,56.7,86.3,83.0,3.1,,18.8,3.2,22.5,%
E14001135,26.3,25.7,60.5,30.2,18.3,18.4,39.5,81.7,84.7,7.1,,25.0,7.3,40.9,%
E14001136,19.5,49.1,54.9,44.2,35.3,33.1,54.9,64.7,100.0,4.2,,,4.5,,%
E14001137,51.9,25.7,68.2,34.9,14.6,29.3,31.8,85.4,87.7,6.9,68.9,24.8,7.1,,%
E14001138,29.2,36.2,100.0,27.8,16.5,,75.4,83.5,90.0,4.4,,28.5,4.8,,%
E14001139,24.8,38.9,67.6,47.2,20.5,64.7,71.1,79.5,44.1,3.7,,37.5,3.9,,%
E14001140,58.9,30.8,,37.3,16.4,89.1,83.1,83.6,70.7,4.4,,18.7,4.6,,%
E14001141,34.2,31.3,48.7,28.9,18.8,23.3,51.3,81.2,100.0,7.3,,21.9,7.0,,%
E14001142,33.1,35.7,100.0,39.0,23.2,,29.6,76.8,100.0,5.1,,,5.1,,%
E14001143,,32.8,,25.9,18.4,,68.6,81.6,100.0,3.5,,,4.2,,%
E14001144,27.9,40.1,85.9,37.0,22.8,22.5,41.1,77.2,100.0,3.4,,,3.4,,%
E14001145,18.3,45.6,71.4,68.8,33.7,66.7,32.5,66.3,100.0,5.6,33.0,19.6,5.8,,%
E14001146,40.7,42.7,55.5,64.0,22.1,,44.5,77.9,71.8,5.4,36.2,20.5,5.8,,%
E14001147,18.7,38.8,71.0,33.2,21.9,51.8,29.0,78.1,89.1,3.8,,,4.1,,%
E14001148,23.2,35.3,31.9,20.3,13.3,,68.1,86.7,84.0,3.4,,,3.5,,%
E14001149,30.9,26.9,41.8,28.0,20.3,38.9,76.6,79.7,73.4,6.6,,37.2,6.8,,%
E14001150,41.2,24.0,76.9,43.7,11.5,,51.9,88.5,100.0,4.1,,,4.2,,%
E14001151,11.4,45.4,69.9,37.9,30.2,100.0,24.5,69.8,77.4,5.3,,,5.3,,%
E14001152,15.9,26.8,27.0,24.6,11.7,,73.0,88.3,77.8,3.2,,,3.4,,%
E14001153,19.7,38.2,54.1,53.4,17.6,,77.1,82.4,78.0,2.4,,30.8,2.5,,%
E14001154,19.4,37.8,39.6,15.4,13.7,,65.6,86.3,100.0,5.3,,22.5,6.0,,%
E14001155,39.3,40.3,49.1,44.0,24.2,27.5,50.9,75.8,80.4,5.4,,,5.7,,%
E14001156,33.4,34.0,77.8,31.1,16.9,28.8,36.6,83.1,85.0,3.5,63.3,29.0,3.6,50.6,%
E14001157,33.1,31.1,41.1,21.9,16.6,44.5,58.9,83.4,100.0,2.7,,,2.1,,%
E14001158,28.7,38.6,74.1,54.1,16.9,36.8,37.2,83.1,100.0,3.4,,,3.6,,%
E14001159,17.8,34.0,76.0,26.0,16.5,,100.0,83.5,100.0,4.6,,,5.0,,%
E14001160,22.8,31.8,86.2,53.1,25.1,20.9,,74.9,79.1,4.6,,,4.2,,%
E14001161,20.2,30.3,53.2,16.4,14.4,,46.8,85.6,100.0,2.9,,,3.1,,%
E14001162,51.3,32.4,68.0,50.8,15.1,35.6,30.0,84.9,73.1,4.6,,,4.7,,%
E14001163,34.8,26.9,85.2,57.6,11.9,,,88.1,74.3,4.5,,,4.7,,%
E14001164,24.3,39.0,83.6,64.8,21.8,,32.1,78.2,100.0,3.2,,,,,%
E14001165,22.3,44.4,80.0,80.0,28.0,35.5,61.5,72.0,71.2,2.7,,24.7,2.8,30.9,%
E14001166,40.2,51.4,56.0,64.3,31.0,82.4,100.0,69.0,22.9,4.4,,,3.7,,%
E14001167,24.4,41.1,87.5,36.8,21.6,28.6,34.5,78.4,100.0,7.8,40.6,26.1,8.1,31.6,%
E14001168,21.3,41.2,64.7,49.9,25.8,30.3,49.1,74.2,63.7,2.7,,,3.5,,%
E14001169,18.7,34.7,64.1,66.0,28.2,76.8,66.3,71.8,46.4,9.8,,43.0,10.3,45.1,%
E14001170,38.7,39.5,100.0,51.3,22.1,64.6,59.8,77.9,35.4,5.9,,,5.6,,%
E14001171,34.7,55.5,67.1,60.9,26.0,20.8,44.6,74.0,75.7,3.4,54.7,32.4,3.8,,%
E14001172,38.7,33.2,73.5,37.0,23.0,33.4,32.7,77.0,66.6,7.6,,32.2,7.2,,%
E14001173,8.0,35.3,100.0,51.9,17.4,56.2,49.5,82.6,43.8,4.8,,17.0,4.8,,%
E14001174,,55.5,,41.0,35.5,,,64.5,82.4,7.4,,,8.2,,%
E14001175,27.5,26.7,45.4,67.3,22.5,,54.6,77.5,100.0,6.3,,,6.7,,%
E14001176,48.7,24.9,85.4,56.3,19.0,40.9,52.7,81.0,84.5,3.9,,,5.6,,%
E14001177,35.1,33.9,72.2,30.8,17.0,25.8,27.8,83.0,94.5,3.5,,,3.6,,%
E14001178,43.3,26.0,48.2,41.3,11.0,37.2,51.8,89.0,100.0,3.6,,44.2,3.8,,%
E14001179,23.9,30.2,43.8,51.2,9.3,41.5,100.0,90.7,92.0,4.9,,,5.3,,%
E14001180,16.2,36.5,44.0,47.7,27.6,49.3,31.4,72.4,50.7,7.5,41.8,22.3,7.7,,%
E14001181,27.5,26.2,84.2,23.1,13.2,16.3,34.8,86.8,89.2,8.2,,33.0,8.0,34.1,%
E14001182,46.9,35.2,100.0,50.6,26.1,42.4,43.8,73.9,57.6,6.0,54.1,17.0,5.5,17.7,%
E14001183,21.8,37.0,46.7,30.2,19.5,22.4,53.3,80.5,81.2,2.6,61.8,18.2,2.7,,%
E14001184,44.7,24.8,89.6,52.3,20.1,45.5,51.7,79.9,77.3,2.8,,,2.9,,%
E14001185,31.7,29.6,81.0,46.3,9.1,29.4,40.7,90.9,100.0,5.5,,,5.6,,%
E14001186,39.9,28.3,49.3,29.1,22.2,27.1,63.8,77.8,72.9,14.2,45.3,62.5,14.3,70.4,%
E14001187,24.9,20.0,36.3,22.7,8.9,31.8,77.9,91.1,74.8,2.3,,46.6,2.5,58.2,%
E14001188,19.9,24.3,100.0,73.1,16.2,40.6,34.2,83.8,62.1,3.6,74.0,36.2,3.8,,%
E14001189,37.5,31.2,82.0,49.4,21.7,56.1,50.7,78.3,88.4,5.0,,,5.1,,%
E14001190,25.9,37.0,38.1,31.3,15.7,21.7,61.9,84.3,78.3,5.2,23.3,7.3,5.0,7.8,%
E14001191,52.0,32.1,100.0,66.0,17.5,,,82.5,100.0,5.1,,,5.4,,%
E14001192,19.7,41.9,69.0,60.5,24.0,,45.2,76.0,100.0,6.2,,20.3,6.4,,%
E14001193,28.4,38.2,85.4,49.9,23.2,29.6,47.8,76.8,70.4,5.7,51.5,25.5,5.9,,%
E14001194,20.3,31.4,47.4,26.5,20.4,24.9,52.6,79.6,88.8,4.2,78.6,20.6,4.3,,%
E14001195,25.8,40.4,75.5,35.8,18.2,48.3,37.1,81.8,100.0,4.0,,,,,%
E14001196,32.4,41.3,100.0,70.8,36.1,,33.4,63.9,69.1,9.1,,,9.3,,%
E14001197,20.1,34.6,25.2,13.4,14.9,,86.4,85.1,100.0,2.3,,,2.4,,%
E14001198,33.6,40.7,81.0,60.0,26.9,46.3,31.3,73.1,53.7,2.8,,17.4,2.9,21.3,%
E14001199,22.1,41.7,84.9,34.5,24.4,,14.6,75.6,100.0,3.6,69.6,21.3,3.4,,%
E14001200,18.4,32.5,56.8,31.0,15.0,,51.9,85.0,83.2,3.4,,,3.6,,%
E14001201,20.7,28.3,77.9,59.8,14.2,100.0,36.1,85.8,41.6,3.5,,,3.7,,%
E14001202,25.4,41.0,37.8,34.9,26.1,51.8,100.0,73.9,48.2,3.0,,,4.5,,%
E14001203,35.2,42.3,51.6,54.0,21.9,,23.4,78.1,65.5,3.7,,,2.5,,%
E14001204,31.0,38.3,42.1,30.3,22.5,44.2,57.9,77.5,81.1,5.6,,,5.8,,%
E14001205,33.7,15.6,100.0,28.8,12.0,40.2,,88.0,100.0,2.5,,,2.7,,%
E14001206,27.8,29.1,59.6,32.4,13.4,27.7,55.1,86.6,100.0,2.9,,,3.0,,%
E14001207,20.6,30.6,47.8,28.4,21.5,43.3,,78.5,85.7,5.8,,,9.8,,%
E14001208,35.5,34.6,100.0,46.2,16.7,,,83.3,100.0,10.7,,,11.3,,%
E14001209,18.3,25.0,74.1,52.5,7.5,,,92.3,100.0,5.6,,,5.6,,%
E14001210,40.2,30.3,82.4,42.5,17.8,37.3,42.7,82.2,62.7,3.3,,,3.0,,%
E14001211,21.5,35.8,75.5,47.4,21.8,,,78.2,100.0,3.9,,,4.1,,%
E14001212,15.8,37.9,45.9,22.7,23.5,,54.1,76.5,100.0,3.2,,,3.5,,%
E14001213,33.0,34.3,100.0,61.8,31.3,65.7,30.6,68.7,100.0,6.4,,,6.7,,%
E14001214,54.0,25.0,38.6,21.3,11.5,36.3,61.4,88.5,100.0,4.5,,,4.9,,%
E14001215,40.1,36.9,60.9,28.4,19.4,,49.2,80.6,89.0,4.7,,,3.6,,%
E14001216,35.1,55.3,51.5,58.0,30.8,40.8,,69.2,64.2,12.8,,39.9,12.0,35.6,%
E14001217,35.2,36.3,71.5,50.5,15.5,55.6,28.9,84.5,48.3,,,,,,%
E14001218,27.9,40.5,57.8,16.9,19.8,,67.8,80.2,100.0,5.9,,27.7,3.1,,%
E14001219,10.7,39.7,65.4,35.7,17.4,,,82.6,100.0,4.6,,,4.7,,%
E14001220,29.1,31.4,63.9,46.1,16.8,35.0,36.1,83.2,70.6,3.4,,41.0,3.5,,%
E14001221,38.4,38.7,56.9,52.1,24.8,,43.1,75.2,100.0,7.2,,,7.6,,%
E14001222,16.6,44.7,57.0,32.1,28.3,,43.0,71.7,100.0,8.8,,,8.9,,%
E14001223,21.0,43.3,89.4,89.4,24.2,,43.8,75.8,100.0,3.7,,,3.8,,%
E14001224,49.7,34.4,55.6,32.1,14.3,45.4,44.4,85.7,100.0,3.7,,,3.9,,%
E14001225,13.2,43.4,100.0,51.2,37.6,66.1,42.0,62.4,71.3,5.9,,,6.1,,%
E14001226,22.4,30.6,75.6,25.5,19.9,37.1,30.2,80.1,78.7,3.0,,,3.1,,%
E14001227,30.2,30.2,57.5,36.2,11.4,,61.2,88.6,80.2,4.9,,,6.7,,%
E14001228,30.7,28.6,61.9,31.3,13.7,,59.4,86.3,100.0,4.3,,,4.3,,%
E14001229,34.1,21.2,100.0,44.4,11.9,30.8,33.3,88.1,69.2,9.8,,28.5,9.8,25.2,%
E14001230,19.8,34.0,80.0,80.0,18.2,42.1,30.6,81.8,72.2,3.6,,38.8,3.7,,%
E14001231,24.0,30.5,42.4,28.9,20.4,50.9,77.8,79.6,67.6,2.9,,,2.9,,%
E14001232,17.0,33.1,48.8,29.4,14.1,,51.2,85.9,85.9,3.2,,,3.3,,%
E14001233,30.1,40.4,31.8,43.5,19.7,22.8,76.1,80.3,77.3,4.8,,,4.8,,%
E14001234,32.3,38.9,61.6,45.1,21.0,46.5,46.7,79.0,100.0,2.9,,,3.0,,%
E14001235,27.7,42.2,100.0,73.2,27.3,,77.2,72.7,75.3,5.8,,,6.0,,%
E14001236,32.0,34.8,100.0,68.1,30.6,48.7,63.4,69.4,100.0,7.3,,53.9,7.6,62.8,%
E14001237,35.7,25.8,39.6,12.8,8.8,10.5,76.1,91.2,89.5,2.8,,,2.9,,%
E14001238,23.5,31.5,100.0,100.0,13.8,33.1,23.1,86.2,100.0,4.2,,,3.4,,%
E14001239,32.5,41.3,70.4,49.6,18.6,,47.3,81.4,80.2,12.7,,38.2,13.3,,%
E14001240,23.4,38.4,75.5,65.0,15.8,60.0,81.7,84.2,66.6,4.8,,,4.4,,%
E14001241,46.1,36.7,79.8,63.4,18.4,,20.2,81.6,70.0,1.7,,,1.8,,%
E14001242,47.2,51.4,65.5,71.0,29.1,23.4,47.6,70.9,100.0,,,,,,%
E14001243,19.9,41.3,37.2,52.1,27.3,82.2,59.8,72.7,44.9,19.1,,,19.9,,%
E14001244,32.6,34.7,71.3,38.6,21.8,,28.7,78.2,89.0,3.4,35.2,15.1,3.4,33.2,%
E14001245,44.3,34.0,90.1,44.7,20.8,35.9,17.5,79.2,92.9,4.8,50.3,30.6,5.0,,%
E14001246,30.7,36.9,51.2,42.6,19.5,37.9,34.4,80.5,64.4,5.4,,35.9,4.5,,%
E14001247,35.6,37.0,41.9,31.9,16.7,,58.1,83.3,78.8,2.8,,,3.6,,%
E14001248,18.3,20.4,52.7,24.6,9.1,30.5,65.9,90.9,100.0,4.2,,28.9,4.4,,%
E14001249,32.9,41.9,79.9,40.5,21.2,49.4,71.0,78.8,70.0,5.1,,,5.7,,%
E14001250,23.6,33.1,38.9,24.1,15.7,54.5,61.1,84.3,100.0,2.8,,,2.9,,%
E14001251,33.5,41.6,89.7,71.7,35.9,43.7,79.5,64.1,52.2,4.7,90.9,46.5,4.9,,%
E14001252,14.6,38.0,60.5,30.0,20.6,41.2,76.5,79.4,100.0,3.1,,,3.1,,%
E14001253,22.9,45.8,100.0,43.4,28.7,,61.5,71.3,100.0,9.7,,61.0,10.3,,%
E14001254,43.6,28.5,69.4,33.7,13.2,,56.4,86.8,100.0,5.4,,,6.0,,%
E14001255,28.0,44.6,60.1,50.1,27.0,40.3,39.9,73.0,59.7,7.6,,20.9,7.9,,%
E14001256,18.6,44.5,23.7,34.2,28.2,,81.3,71.8,47.2,9.7,,27.5,9.8,,%
E14001257,34.1,14.8,74.4,25.9,9.7,,56.7,90.3,84.5,5.5,,45.3,5.6,50.0,%
E14001258,32.8,29.7,70.2,36.8,14.2,51.6,56.3,85.8,100.0,3.1,,,3.4,,%
E14001259,45.2,29.1,100.0,61.8,25.0,62.5,,75.0,64.4,12.7,,,13.2,,%
E14001260,20.3,23.1,89.8,54.5,12.4,43.3,,87.6,65.5,5.7,,,5.7,,%
E14001261,18.0,36.4,55.5,25.6,22.7,,54.2,77.3,84.5,5.1,,,5.4,,%
E14001262,18.6,38.3,50.9,46.4,28.2,45.4,44.0,71.8,64.5,3.3,,,3.4,,%
E14001263,20.6,34.7,68.2,24.3,13.1,44.0,60.5,86.9,100.0,7.9,,,8.1,,%
E14001264,26.6,29.2,100.0,65.0,18.1,47.2,20.7,81.9,52.8,3.4,,,3.0,,%
E14001265,41.1,33.3,56.6,49.7,25.8,64.3,36.1,74.2,61.0,2.9,,,3.2,,%
E14001266,32.6,32.6,45.9,37.3,15.6,57.5,54.1,84.4,65.5,2.8,100.0,21.2,2.9,,%
E14001267,26.9,37.5,80.1,53.1,26.7,,37.1,73.3,63.0,6.7,100.0,45.7,7.0,,%
E14001268,24.6,31.7,73.0,28.0,17.2,48.5,37.6,82.8,100.0,2.8,,,2.9,,%
E14001269,38.4,35.9,64.5,40.3,18.6,42.2,35.5,81.4,100.0,2.1,,,2.1,,%
E14001270,25.2,36.2,66.5,76.3,13.1,72.2,53.6,86.9,100.0,8.4,85.5,42.7,9.1,,%
E14001271,26.8,32.7,35.0,44.6,18.9,36.3,59.2,81.1,100.0,13.1,,26.2,13.7,,%
